"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Event Class"
"17:24:28.0857518","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0857605","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\ENABLED","SUCCESS","Type: REG_QWORD, Length: 8, Data: ","Registry"
"17:24:28.0857750","Conhost.exe","7100","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:28.0857847","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","REPARSE","Desired Access: Read","Registry"
"17:24:28.0857936","Conhost.exe","7100","RegOpenKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0858023","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER\DISABLED","NAME NOT FOUND","Length: 48","Registry"
"17:24:28.0858108","Conhost.exe","7100","RegCloseKey","HKLM\System\CurrentControlSet\Control\AppID\Configuration\SMARTLOCKER","SUCCESS","","Registry"
"17:24:28.0861538","Conhost.exe","7100","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:28.0861708","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0861910","Conhost.exe","7100","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","Registry"
"17:24:28.0861979","Conhost.exe","7100","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100","Registry"
"17:24:28.0862047","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0862151","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata\Revision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","Registry"
"17:24:28.0862266","Conhost.exe","7100","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100","Registry"
"17:24:28.0862368","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0862603","Conhost.exe","7100","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe","SUCCESS","Index: 0, Name: 111","Registry"
"17:24:28.0862709","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe","SUCCESS","","Registry"
"17:24:28.0862792","Conhost.exe","7100","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100","Registry"
"17:24:28.0862867","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0862977","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\PackageFullName","SUCCESS","Type: REG_SZ, Length: 114, Data: Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe","Registry"
"17:24:28.0863125","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\PackageFamily","SUCCESS","Type: REG_DWORD, Length: 4, Data: 82","Registry"
"17:24:28.0863193","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\PackageType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","Registry"
"17:24:28.0863257","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\Flags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 8421452","Registry"
"17:24:28.0863322","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\Flags2","SUCCESS","Type: REG_DWORD, Length: 4, Data: 18432","Registry"
"17:24:28.0863386","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\PackageOrigin","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3","Registry"
"17:24:28.0863450","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\Volume","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","Registry"
"17:24:28.0863517","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\OSMaxVersionTested","SUCCESS","Type: REG_QWORD, Length: 8, Data: ","Registry"
"17:24:28.0863589","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\InstalledLocation","BUFFER OVERFLOW","Length: 144","Registry"
"17:24:28.0863658","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\InstalledLocation","SUCCESS","Type: REG_SZ, Length: 172, Data: C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe","Registry"
"17:24:28.0863732","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\MutableLink","SUCCESS","Type: REG_NONE, Length: 0","Registry"
"17:24:28.0863809","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\MutableLocation","SUCCESS","Type: REG_NONE, Length: 0","Registry"
"17:24:28.0863879","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\TargetDeviceFamilyName","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3","Registry"
"17:24:28.0863953","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111","SUCCESS","","Registry"
"17:24:28.0864138","Conhost.exe","7100","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100","Registry"
"17:24:28.0864207","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-392226398-2339587689-2385295141-1000","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0864335","Conhost.exe","7100","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-392226398-2339587689-2385295141-1000","SUCCESS","Index: 0, Name: 2","Registry"
"17:24:28.0864423","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-392226398-2339587689-2385295141-1000","SUCCESS","","Registry"
"17:24:28.0864499","Conhost.exe","7100","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100","Registry"
"17:24:28.0864565","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data\2","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0864661","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data\2\UserSid","SUCCESS","Type: REG_SZ, Length: 92, Data: S-1-5-21-392226398-2339587689-2385295141-1000","Registry"
"17:24:28.0864761","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data\2","SUCCESS","","Registry"
"17:24:28.0864849","Conhost.exe","7100","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100","Registry"
"17:24:28.0864914","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage\2^111","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0865086","Conhost.exe","7100","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage\2^111","SUCCESS","Query: Cached, SubKeys: 1, Values: 0","Registry"
"17:24:28.0865163","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage\2^111","SUCCESS","","Registry"
"17:24:28.0865237","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","","Registry"
"17:24:28.0865303","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","","Registry"
"17:24:28.0865414","Conhost.exe","7100","RegOpenKey","HKCR\PackagedCom\PerMachinePackage","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0865506","Conhost.exe","7100","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:28.0865569","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0865733","Conhost.exe","7100","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","Registry"
"17:24:28.0865794","Conhost.exe","7100","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100","Registry"
"17:24:28.0865858","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0865936","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata\Revision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","Registry"
"17:24:28.0866074","Conhost.exe","7100","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100","Registry"
"17:24:28.0866147","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0866234","Conhost.exe","7100","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe","SUCCESS","Index: 0, Name: 111","Registry"
"17:24:28.0866314","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe","SUCCESS","","Registry"
"17:24:28.0866385","Conhost.exe","7100","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100","Registry"
"17:24:28.0866452","Conhost.exe","7100","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0866534","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\PackageFullName","SUCCESS","Type: REG_SZ, Length: 114, Data: Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe","Registry"
"17:24:28.0866624","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\PackageFamily","SUCCESS","Type: REG_DWORD, Length: 4, Data: 82","Registry"
"17:24:28.0866690","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\PackageType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","Registry"
"17:24:28.0866756","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\Flags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 8421452","Registry"
"17:24:28.0866832","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\Flags2","SUCCESS","Type: REG_DWORD, Length: 4, Data: 18432","Registry"
"17:24:28.0866899","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\PackageOrigin","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3","Registry"
"17:24:28.0866962","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\Volume","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1","Registry"
"17:24:28.0867027","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\OSMaxVersionTested","SUCCESS","Type: REG_QWORD, Length: 8, Data: ","Registry"
"17:24:28.0867095","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\InstalledLocation","BUFFER OVERFLOW","Length: 144","Registry"
"17:24:28.0867162","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\InstalledLocation","SUCCESS","Type: REG_SZ, Length: 172, Data: C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe","Registry"
"17:24:28.0867238","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\MutableLink","SUCCESS","Type: REG_NONE, Length: 0","Registry"
"17:24:28.0867309","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\MutableLocation","SUCCESS","Type: REG_NONE, Length: 0","Registry"
"17:24:28.0867379","Conhost.exe","7100","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111\TargetDeviceFamilyName","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3","Registry"
"17:24:28.0867453","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\111","SUCCESS","","Registry"
"17:24:28.0868563","Conhost.exe","7100","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\1aff6089-e863-4d36-bdfd-3581f07440be","NAME NOT FOUND","Length: 528","Registry"
"17:24:28.0868976","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","","Registry"
"17:24:28.0869059","Conhost.exe","7100","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","","Registry"
"17:24:28.0869222","Conhost.exe","7100","RegOpenKey","HKCR\PackagedCom\Package","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0869331","Conhost.exe","7100","RegOpenKey","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}","SUCCESS","Desired Access: Read","Registry"
"17:24:28.0869429","Conhost.exe","7100","RegQueryKey","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}","SUCCESS","Query: Name","Registry"
"17:24:28.0869567","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\ServerId","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0","Registry"
"17:24:28.0869651","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\DisplayName","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0869716","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\ShortDisplayName","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0869780","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\ProgId","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0869844","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\VersionIndependentProgId","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0869907","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\EnableOleDefaultHandler","NAME NOT FOUND","Length: 16","Registry"
"17:24:28.0869974","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\InsertableObject","NAME NOT FOUND","Length: 16","Registry"
"17:24:28.0870050","Conhost.exe","7100","RegQueryKey","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:28.0870118","Conhost.exe","7100","RegOpenKey","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\ImplementedCategories","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0870228","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\AutoConvertTo","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0870293","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\DefaultIcon","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0870356","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\DefaultFormatName","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0870440","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\DataFormats","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0870505","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\ConversionReadable","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0870571","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\ConversionReadWritable","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0870637","Conhost.exe","7100","RegQueryKey","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:28.0870703","Conhost.exe","7100","RegOpenKey","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\Verbs","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0870791","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\MiscStatusDefault","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0870858","Conhost.exe","7100","RegQueryKey","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}","SUCCESS","Query: HandleTags, HandleTags: 0x0","Registry"
"17:24:28.0870926","Conhost.exe","7100","RegOpenKey","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\MiscStatusAspects","NAME NOT FOUND","Desired Access: Read","Registry"
"17:24:28.0871004","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\ToolboxBitmap32","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0871068","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\DllPath","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0871133","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\Threading","NAME NOT FOUND","Length: 16","Registry"
"17:24:28.0871204","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\OutofprocClassHasMachineScope","NAME NOT FOUND","Length: 16","Registry"
"17:24:28.0871269","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\InprocServerDllPath_x86","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0871334","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\InprocServerDllPath_x64","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0871481","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\InprocServerDllPath_arm","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0871551","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\InprocServerDllPath_arm64","NAME NOT FOUND","Length: 144","Registry"
"17:24:28.0871615","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\IsSystemInprocServerDll","NAME NOT FOUND","Length: 16","Registry"
"17:24:28.0871681","Conhost.exe","7100","RegQueryValue","HKCR\PackagedCom\Package\Microsoft.WindowsTerminal_1.18.2822.0_x64__8wekyb3d8bbwe\Class\{2EACA947-7F5F-4CFA-BA87-8F7FBEEFBE69}\InprocServerHasMachineScope","NAME NOT FOUND","Length: 16","Registry"
